lot_month,supplier_id,part_family,country,units_received,units_rejected,supplier_dpmo,on_time_delivery_flag,cert_current_flag,lot_accepted_flag
2020-02-01,SUP_TORSO_3,torso,Vietnam,1220,5,4098.4,True,True,True
2020-02-01,SUP_PACKAGING_1,packaging,USA,572,6,10489.5,False,True,True
2020-02-01,SUP_PACKAGING_2,packaging,Mexico,976,9,9221.3,True,True,True
2020-02-01,SUP_PACKAGING_3,packaging,China,1039,6,5774.8,True,True,True
2020-03-01,SUP_HEAD_1,head,Mexico,1073,4,3727.9,True,True,True
2020-03-01,SUP_HEAD_2,head,Vietnam,953,5,5246.6,True,True,True
2020-03-01,SUP_HEAD_3,head,China,916,6,6550.2,True,True,True
2020-03-01,SUP_LIMB_1,limb,Mexico,803,4,4981.3,True,True,True
2020-03-01,SUP_LIMB_2,limb,Vietnam,879,8,9101.3,True,True,True
2020-03-01,SUP_LIMB_3,limb,China,765,5,6535.9,True,True,True
2020-03-01,SUP_HAIR_1,hair,India,1132,7,6183.7,True,True,True
2020-03-01,SUP_HAIR_2,hair,Vietnam,578,2,3460.2,True,True,True
2020-03-01,SUP_HAIR_3,hair,Bangladesh,798,5,6265.7,True,True,True
2020-03-01,SUP_EYES_1,eyes,Germany,609,3,4926.1,True,True,True
2020-03-01,SUP_EYES_2,eyes,Japan,841,6,7134.4,True,True,True
2020-03-01,SUP_EYES_3,eyes,China,678,3,4424.8,True,True,True
2020-03-01,SUP_OUTFIT_1,outfit,Mexico,916,4,4366.8,True,True,True
2020-03-01,SUP_OUTFIT_2,outfit,Bangladesh,908,5,5506.6,True,True,True
2020-03-01,SUP_OUTFIT_3,outfit,Vietnam,1116,8,7168.5,True,True,True
2020-03-01,SUP_GLASSES_1,glasses,Mexico,782,4,5115.1,True,True,True
2020-03-01,SUP_GLASSES_2,glasses,China,978,9,9202.5,True,True,True
2020-03-01,SUP_GLASSES_3,glasses,Germany,971,5,5149.3,True,True,True
2020-03-01,SUP_TORSO_1,torso,USA,871,6,6888.6,True,True,True
2020-03-01,SUP_TORSO_2,torso,Mexico,909,2,2200.2,True,True,True
2020-03-01,SUP_TORSO_3,torso,Vietnam,1143,6,5249.3,True,True,True
2020-03-01,SUP_PACKAGING_1,packaging,USA,1009,9,8919.7,False,True,True
2020-03-01,SUP_PACKAGING_2,packaging,Mexico,852,9,10563.4,True,True,True
2020-03-01,SUP_PACKAGING_3,packaging,China,1033,6,5808.3,True,True,True
2020-04-01,SUP_HEAD_1,head,Mexico,980,8,8163.3,True,True,True
2020-04-01,SUP_HEAD_2,head,Vietnam,976,4,4098.4,True,True,True
2020-04-01,SUP_HEAD_3,head,China,758,3,3957.8,True,True,True
2020-04-01,SUP_LIMB_1,limb,Mexico,1173,4,3410.1,True,True,True
2020-04-01,SUP_LIMB_2,limb,Vietnam,1043,6,5752.6,True,True,True
2020-04-01,SUP_LIMB_3,limb,China,745,6,8053.7,True,True,True
2020-04-01,SUP_HAIR_1,hair,India,903,6,6644.5,True,True,True
2020-04-01,SUP_HAIR_2,hair,Vietnam,392,3,7653.1,True,True,True
2020-04-01,SUP_HAIR_3,hair,Bangladesh,947,10,10559.7,True,True,True
2020-04-01,SUP_EYES_1,eyes,Germany,925,6,6486.5,True,True,True
2020-04-01,SUP_EYES_2,eyes,Japan,1027,7,6816.0,True,True,True
2020-04-01,SUP_EYES_3,eyes,China,1055,7,6635.1,True,True,True
2020-04-01,SUP_OUTFIT_1,outfit,Mexico,1089,10,9182.7,True,True,True
2020-04-01,SUP_OUTFIT_2,outfit,Bangladesh,1038,8,7707.1,True,True,True
2020-04-01,SUP_OUTFIT_3,outfit,Vietnam,586,3,5119.5,True,True,True
2020-04-01,SUP_GLASSES_1,glasses,Mexico,735,7,9523.8,True,True,True
2020-04-01,SUP_GLASSES_2,glasses,China,858,3,3496.5,True,True,True
2020-04-01,SUP_GLASSES_3,glasses,Germany,1055,14,13270.1,True,True,True
2020-04-01,SUP_TORSO_1,torso,USA,1036,10,9652.5,False,True,True
2020-04-01,SUP_TORSO_2,torso,Mexico,982,6,6110.0,True,True,True
2020-04-01,SUP_TORSO_3,torso,Vietnam,687,5,7278.0,True,True,True
2020-04-01,SUP_PACKAGING_1,packaging,USA,787,8,10165.2,True,True,True
2020-04-01,SUP_PACKAGING_2,packaging,Mexico,430,2,4651.2,True,True,True
2020-04-01,SUP_PACKAGING_3,packaging,China,647,3,4636.8,True,True,True
2020-05-01,SUP_HEAD_1,head,Mexico,1176,12,10204.1,True,True,True
2020-05-01,SUP_HEAD_2,head,Vietnam,953,6,6295.9,True,True,True
2020-05-01,SUP_HEAD_3,head,China,726,6,8264.5,True,True,True
2020-05-01,SUP_LIMB_1,limb,Mexico,1039,8,7699.7,True,True,True
2020-05-01,SUP_LIMB_2,limb,Vietnam,1120,5,4464.3,True,True,True
2020-05-01,SUP_LIMB_3,limb,China,967,4,4136.5,True,True,True
2020-05-01,SUP_HAIR_1,hair,India,1027,9,8763.4,True,True,True
2020-05-01,SUP_HAIR_2,hair,Vietnam,927,3,3236.2,True,True,True
2020-05-01,SUP_HAIR_3,hair,Bangladesh,669,7,10463.4,True,True,True
2020-05-01,SUP_EYES_1,eyes,Germany,1108,4,3610.1,True,True,True
2020-05-01,SUP_EYES_2,eyes,Japan,813,7,8610.1,True,True,True
2020-05-01,SUP_EYES_3,eyes,China,833,10,12004.8,True,True,True
2020-05-01,SUP_OUTFIT_1,outfit,Mexico,1144,2,1748.3,True,True,True
2020-05-01,SUP_OUTFIT_2,outfit,Bangladesh,1042,3,2879.1,True,True,True
2020-05-01,SUP_OUTFIT_3,outfit,Vietnam,878,4,4555.8,True,True,True
2020-05-01,SUP_GLASSES_1,glasses,Mexico,1160,8,6896.6,True,True,True
2020-05-01,SUP_GLASSES_2,glasses,China,1445,13,8996.5,True,True,True
2020-05-01,SUP_GLASSES_3,glasses,Germany,1257,9,7159.9,True,True,True
2020-05-01,SUP_TORSO_1,torso,USA,963,7,7269.0,True,True,True
2020-05-01,SUP_TORSO_2,torso,Mexico,1076,5,4646.8,True,True,True
2020-05-01,SUP_TORSO_3,torso,Vietnam,818,3,3667.5,False,True,True
2020-05-01,SUP_PACKAGING_1,packaging,USA,392,3,7653.1,True,True,True
2020-05-01,SUP_PACKAGING_2,packaging,Mexico,667,5,7496.3,True,True,True
2020-05-01,SUP_PACKAGING_3,packaging,China,1015,4,3940.9,True,True,True
2020-06-01,SUP_HEAD_1,head,Mexico,1229,10,8136.7,True,True,True
2020-06-01,SUP_HEAD_2,head,Vietnam,844,2,2369.7,True,True,True
2020-06-01,SUP_HEAD_3,head,China,833,7,8403.4,True,True,True
2020-06-01,SUP_LIMB_1,limb,Mexico,205,2,9756.1,True,True,True
2020-06-01,SUP_LIMB_2,limb,Vietnam,1236,6,4854.4,True,True,True
2020-06-01,SUP_LIMB_3,limb,China,909,10,11001.1,True,True,True
2020-06-01,SUP_HAIR_1,hair,India,678,2,2949.9,False,True,True
2020-06-01,SUP_HAIR_2,hair,Vietnam,1111,6,5400.5,True,True,True
2020-06-01,SUP_HAIR_3,hair,Bangladesh,838,9,10739.9,True,True,True
2020-06-01,SUP_EYES_1,eyes,Germany,1135,5,4405.3,True,True,True
2020-06-01,SUP_EYES_2,eyes,Japan,813,7,8610.1,True,True,True
2020-06-01,SUP_EYES_3,eyes,China,766,5,6527.4,True,True,True
2020-06-01,SUP_OUTFIT_1,outfit,Mexico,909,8,8800.9,False,True,True
2020-06-01,SUP_OUTFIT_2,outfit,Bangladesh,679,6,8836.5,True,True,True
2020-06-01,SUP_OUTFIT_3,outfit,Vietnam,1010,7,6930.7,True,True,True
2020-06-01,SUP_GLASSES_1,glasses,Mexico,656,2,3048.8,True,True,True
2020-06-01,SUP_GLASSES_2,glasses,China,1065,5,4694.8,True,True,True
2020-06-01,SUP_GLASSES_3,glasses,Germany,1308,6,4587.2,True,True,True
2020-06-01,SUP_TORSO_1,torso,USA,830,5,6024.1,True,True,True
2020-06-01,SUP_TORSO_2,torso,Mexico,1183,2,1690.6,True,True,True
2020-06-01,SUP_TORSO_3,torso,Vietnam,978,4,4090.0,True,True,True
2020-06-01,SUP_PACKAGING_1,packaging,USA,825,9,10909.1,True,True,True
2020-06-01,SUP_PACKAGING_2,packaging,Mexico,1104,8,7246.4,True,True,True
2020-06-01,SUP_PACKAGING_3,packaging,China,1083,4,3693.4,False,True,True
2020-07-01,SUP_HEAD_1,head,Mexico,945,4,4232.8,True,True,True
2020-07-01,SUP_HEAD_2,head,Vietnam,859,5,5820.7,True,True,True
2020-07-01,SUP_HEAD_3,head,China,807,10,12391.6,True,True,True
2020-07-01,SUP_LIMB_1,limb,Mexico,1094,6,5484.5,True,True,True
2020-07-01,SUP_LIMB_2,limb,Vietnam,771,2,2594.0,True,True,True
2020-07-01,SUP_LIMB_3,limb,China,1109,7,6312.0,True,True,True
2020-07-01,SUP_HAIR_1,hair,India,1276,9,7053.3,True,True,True
2020-07-01,SUP_HAIR_2,hair,Vietnam,579,5,8635.6,True,True,True
2020-07-01,SUP_HAIR_3,hair,Bangladesh,1375,10,7272.7,False,True,True
2020-07-01,SUP_EYES_1,eyes,Germany,847,2,2361.3,True,True,True
2020-07-01,SUP_EYES_2,eyes,Japan,783,5,6385.7,True,True,True
2020-07-01,SUP_EYES_3,eyes,China,843,3,3558.7,True,True,True
2020-07-01,SUP_OUTFIT_1,outfit,Mexico,628,5,7961.8,True,True,True
2020-07-01,SUP_OUTFIT_2,outfit,Bangladesh,1114,7,6283.7,True,True,True
2020-07-01,SUP_OUTFIT_3,outfit,Vietnam,1349,9,6671.6,True,True,True
2020-07-01,SUP_GLASSES_1,glasses,Mexico,830,3,3614.5,True,True,True
2020-07-01,SUP_GLASSES_2,glasses,China,931,7,7518.8,True,True,True
2020-07-01,SUP_GLASSES_3,glasses,Germany,709,6,8462.6,True,True,True
2020-07-01,SUP_TORSO_1,torso,USA,745,4,5369.1,False,True,True
2020-07-01,SUP_TORSO_2,torso,Mexico,1045,6,5741.6,True,True,True
2020-07-01,SUP_TORSO_3,torso,Vietnam,1307,12,9181.3,True,True,True
2020-07-01,SUP_PACKAGING_1,packaging,USA,969,3,3096.0,True,True,True
2020-07-01,SUP_PACKAGING_2,packaging,Mexico,811,4,4932.2,True,True,True
2020-07-01,SUP_PACKAGING_3,packaging,China,1001,11,10989.0,True,True,True
2020-08-01,SUP_HEAD_1,head,Mexico,834,2,2398.1,True,True,True
2020-08-01,SUP_HEAD_2,head,Vietnam,781,7,8962.9,True,True,True
2020-08-01,SUP_HEAD_3,head,China,824,7,8495.1,True,True,True
2020-08-01,SUP_LIMB_1,limb,Mexico,930,9,9677.4,True,True,True
2020-08-01,SUP_LIMB_2,limb,Vietnam,640,4,6250.0,True,True,True
2020-08-01,SUP_LIMB_3,limb,China,993,6,6042.3,True,True,True
2020-08-01,SUP_HAIR_1,hair,India,474,1,2109.7,True,True,True
2020-08-01,SUP_HAIR_2,hair,Vietnam,691,5,7235.9,True,True,True
2020-08-01,SUP_HAIR_3,hair,Bangladesh,715,4,5594.4,True,True,True
2020-08-01,SUP_EYES_1,eyes,Germany,970,7,7216.5,True,True,True
2020-08-01,SUP_EYES_2,eyes,Japan,787,2,2541.3,True,True,True
2020-08-01,SUP_EYES_3,eyes,China,1001,4,3996.0,True,True,True
2020-08-01,SUP_OUTFIT_1,outfit,Mexico,669,5,7473.8,True,True,True
2020-08-01,SUP_OUTFIT_2,outfit,Bangladesh,802,5,6234.4,True,True,True
2020-08-01,SUP_OUTFIT_3,outfit,Vietnam,1039,8,7699.7,True,True,True
2020-08-01,SUP_GLASSES_1,glasses,Mexico,782,3,3836.3,False,True,True
2020-08-01,SUP_GLASSES_2,glasses,China,918,11,11982.6,True,True,True
2020-08-01,SUP_GLASSES_3,glasses,Germany,1027,7,6816.0,True,True,True
2020-08-01,SUP_TORSO_1,torso,USA,1137,5,4397.5,True,True,True
2020-08-01,SUP_TORSO_2,torso,Mexico,915,4,4371.6,True,True,True
2020-08-01,SUP_TORSO_3,torso,Vietnam,751,5,6657.8,True,True,True
2020-08-01,SUP_PACKAGING_1,packaging,USA,920,1,1087.0,False,True,True
2020-08-01,SUP_PACKAGING_2,packaging,Mexico,948,5,5274.3,True,True,True
2020-08-01,SUP_PACKAGING_3,packaging,China,957,7,7314.5,True,True,True
2020-09-01,SUP_HEAD_1,head,Mexico,664,3,4518.1,True,True,True
2020-09-01,SUP_HEAD_2,head,Vietnam,959,4,4171.0,True,True,True
2020-09-01,SUP_HEAD_3,head,China,716,4,5586.6,True,True,True
2020-09-01,SUP_LIMB_1,limb,Mexico,674,5,7418.4,True,True,True
2020-09-01,SUP_LIMB_2,limb,Vietnam,837,6,7168.5,True,True,True
2020-09-01,SUP_LIMB_3,limb,China,1236,3,2427.2,True,True,True
2020-09-01,SUP_HAIR_1,hair,India,809,8,9888.8,True,True,True
2020-09-01,SUP_HAIR_2,hair,Vietnam,1301,9,6917.8,True,True,True
2020-09-01,SUP_HAIR_3,hair,Bangladesh,936,10,10683.8,True,True,True
2020-09-01,SUP_EYES_1,eyes,Germany,897,6,6689.0,True,True,True
2020-09-01,SUP_EYES_2,eyes,Japan,1090,5,4587.2,True,True,True
2020-09-01,SUP_EYES_3,eyes,China,635,6,9448.8,True,True,True
2020-09-01,SUP_OUTFIT_1,outfit,Mexico,839,3,3575.7,True,True,True
2020-09-01,SUP_OUTFIT_2,outfit,Bangladesh,1055,13,12322.3,True,True,True
2020-09-01,SUP_OUTFIT_3,outfit,Vietnam,472,1,2118.6,True,True,True
2020-09-01,SUP_GLASSES_1,glasses,Mexico,1053,2,1899.3,True,True,True
2020-09-01,SUP_GLASSES_2,glasses,China,990,6,6060.6,True,True,True
2020-09-01,SUP_GLASSES_3,glasses,Germany,887,5,5637.0,True,True,True
2020-09-01,SUP_TORSO_1,torso,USA,686,2,2915.5,False,True,True
2020-09-01,SUP_TORSO_2,torso,Mexico,770,3,3896.1,False,True,True
2020-09-01,SUP_TORSO_3,torso,Vietnam,862,11,12761.0,True,True,True
2020-09-01,SUP_PACKAGING_1,packaging,USA,1274,8,6279.4,True,True,True
2020-09-01,SUP_PACKAGING_2,packaging,Mexico,1052,8,7604.6,True,True,True
2020-09-01,SUP_PACKAGING_3,packaging,China,650,1,1538.5,True,True,True
2020-10-01,SUP_HEAD_1,head,Mexico,902,8,8869.2,True,True,True
2020-10-01,SUP_HEAD_2,head,Vietnam,699,2,2861.2,True,True,True
2020-10-01,SUP_HEAD_3,head,China,629,5,7949.1,True,True,True
2020-10-01,SUP_LIMB_1,limb,Mexico,808,3,3712.9,True,True,True
2020-10-01,SUP_LIMB_2,limb,Vietnam,822,3,3649.6,True,True,True
2020-10-01,SUP_LIMB_3,limb,China,870,8,9195.4,True,True,True
2020-10-01,SUP_HAIR_1,hair,India,1311,9,6865.0,False,True,True
2020-10-01,SUP_HAIR_2,hair,Vietnam,638,6,9404.4,True,True,True
2020-10-01,SUP_HAIR_3,hair,Bangladesh,949,7,7376.2,True,True,True
2020-10-01,SUP_EYES_1,eyes,Germany,1066,4,3752.3,True,True,True
2020-10-01,SUP_EYES_2,eyes,Japan,1067,5,4686.0,True,True,True
2020-10-01,SUP_EYES_3,eyes,China,905,6,6629.8,True,True,True
2020-10-01,SUP_OUTFIT_1,outfit,Mexico,533,7,13133.2,True,True,True
2020-10-01,SUP_OUTFIT_2,outfit,Bangladesh,1197,9,7518.8,True,True,True
2020-10-01,SUP_OUTFIT_3,outfit,Vietnam,1306,8,6125.6,True,True,True
2020-10-01,SUP_GLASSES_1,glasses,Mexico,968,5,5165.3,True,True,True
2020-10-01,SUP_GLASSES_2,glasses,China,897,11,12263.1,True,True,True
2020-10-01,SUP_GLASSES_3,glasses,Germany,699,9,12875.5,True,True,True
2020-10-01,SUP_TORSO_1,torso,USA,820,5,6097.6,True,True,True
2020-10-01,SUP_TORSO_2,torso,Mexico,730,5,6849.3,True,True,True
2020-10-01,SUP_TORSO_3,torso,Vietnam,950,5,5263.2,True,True,True
2020-10-01,SUP_PACKAGING_1,packaging,USA,716,2,2793.3,True,True,True
2020-10-01,SUP_PACKAGING_2,packaging,Mexico,773,3,3881.0,False,True,True
2020-10-01,SUP_PACKAGING_3,packaging,China,822,4,4866.2,True,True,True
2020-11-01,SUP_HEAD_1,head,Mexico,1071,6,5602.2,True,True,True
2020-11-01,SUP_HEAD_2,head,Vietnam,877,10,11402.5,True,True,True
2020-11-01,SUP_HEAD_3,head,China,1002,4,3992.0,True,True,True
2020-11-01,SUP_LIMB_1,limb,Mexico,841,8,9512.5,True,True,True
2020-11-01,SUP_LIMB_2,limb,Vietnam,973,5,5138.7,True,True,True
2020-11-01,SUP_LIMB_3,limb,China,746,4,5361.9,True,True,True
2020-11-01,SUP_HAIR_1,hair,India,586,1,1706.5,True,True,True
2020-11-01,SUP_HAIR_2,hair,Vietnam,806,6,7444.2,True,True,True
2020-11-01,SUP_HAIR_3,hair,Bangladesh,705,4,5673.8,True,True,True
2020-11-01,SUP_EYES_1,eyes,Germany,1083,8,7386.9,True,True,True
2020-11-01,SUP_EYES_2,eyes,Japan,753,6,7968.1,True,True,True
2020-11-01,SUP_EYES_3,eyes,China,1086,8,7366.5,True,True,True
2020-11-01,SUP_OUTFIT_1,outfit,Mexico,702,4,5698.0,True,True,True
2020-11-01,SUP_OUTFIT_2,outfit,Bangladesh,356,5,14044.9,True,True,True
2020-11-01,SUP_OUTFIT_3,outfit,Vietnam,799,3,3754.7,True,True,True
2020-11-01,SUP_GLASSES_1,glasses,Mexico,752,5,6648.9,True,True,True
2020-11-01,SUP_GLASSES_2,glasses,China,886,4,4514.7,True,True,True
2020-11-01,SUP_GLASSES_3,glasses,Germany,643,6,9331.3,True,True,True
2020-11-01,SUP_TORSO_1,torso,USA,720,3,4166.7,True,True,True
2020-11-01,SUP_TORSO_2,torso,Mexico,1024,8,7812.5,True,True,True
2020-11-01,SUP_TORSO_3,torso,Vietnam,809,4,4944.4,True,True,True
2020-11-01,SUP_PACKAGING_1,packaging,USA,1141,6,5258.5,False,True,True
2020-11-01,SUP_PACKAGING_2,packaging,Mexico,985,7,7106.6,True,True,True
2020-11-01,SUP_PACKAGING_3,packaging,China,805,8,9937.9,True,True,True
2020-12-01,SUP_HEAD_1,head,Mexico,1457,7,4804.4,True,True,True
2020-12-01,SUP_HEAD_2,head,Vietnam,1021,8,7835.5,False,True,True
2020-12-01,SUP_HEAD_3,head,China,1164,9,7732.0,True,True,True
2020-12-01,SUP_LIMB_1,limb,Mexico,1073,10,9319.7,True,True,True
2020-12-01,SUP_LIMB_2,limb,Vietnam,665,2,3007.5,True,True,True
2020-12-01,SUP_LIMB_3,limb,China,875,10,11428.6,True,True,True
2020-12-01,SUP_HAIR_1,hair,India,862,2,2320.2,True,True,True
2020-12-01,SUP_HAIR_2,hair,Vietnam,966,4,4140.8,True,True,True
2020-12-01,SUP_HAIR_3,hair,Bangladesh,969,8,8255.9,False,True,True
2020-12-01,SUP_EYES_1,eyes,Germany,1008,4,3968.3,True,True,True
2020-12-01,SUP_EYES_2,eyes,Japan,846,3,3546.1,True,True,True
2020-12-01,SUP_EYES_3,eyes,China,667,5,7496.3,True,True,True
2020-12-01,SUP_OUTFIT_1,outfit,Mexico,812,5,6157.6,True,True,True
2020-12-01,SUP_OUTFIT_2,outfit,Bangladesh,963,7,7269.0,True,True,True
2020-12-01,SUP_OUTFIT_3,outfit,Vietnam,1361,10,7347.5,True,True,True
2020-12-01,SUP_GLASSES_1,glasses,Mexico,1114,9,8079.0,True,True,True
2020-12-01,SUP_GLASSES_2,glasses,China,757,5,6605.0,True,True,True
2020-12-01,SUP_GLASSES_3,glasses,Germany,705,3,4255.3,True,True,True
2020-12-01,SUP_TORSO_1,torso,USA,1108,6,5415.2,True,True,True
2020-12-01,SUP_TORSO_2,torso,Mexico,946,3,3171.2,True,True,True
2020-12-01,SUP_TORSO_3,torso,Vietnam,1099,8,7279.3,False,True,True
2020-12-01,SUP_PACKAGING_1,packaging,USA,785,4,5095.5,True,True,True
2020-12-01,SUP_PACKAGING_2,packaging,Mexico,1041,5,4803.1,True,True,True
2020-12-01,SUP_PACKAGING_3,packaging,China,482,2,4149.4,True,True,True
2021-01-01,SUP_HEAD_1,head,Mexico,948,10,10548.5,True,True,True
2021-01-01,SUP_HEAD_2,head,Vietnam,1054,7,6641.4,True,True,True
2021-01-01,SUP_HEAD_3,head,China,923,8,8667.4,True,True,True
2021-01-01,SUP_LIMB_1,limb,Mexico,941,4,4250.8,True,True,True
2021-01-01,SUP_LIMB_2,limb,Vietnam,942,5,5307.9,True,True,True
2021-01-01,SUP_LIMB_3,limb,China,1088,12,11029.4,True,True,True
2021-01-01,SUP_HAIR_1,hair,India,1252,7,5591.1,True,True,True
2021-01-01,SUP_HAIR_2,hair,Vietnam,1236,5,4045.3,True,True,True
2021-01-01,SUP_HAIR_3,hair,Bangladesh,852,4,4694.8,True,True,True
2021-01-01,SUP_EYES_1,eyes,Germany,1141,9,7887.8,True,True,True
2021-01-01,SUP_EYES_2,eyes,Japan,833,6,7202.9,True,True,True
2021-01-01,SUP_EYES_3,eyes,China,826,10,12106.5,True,True,True
2021-01-01,SUP_OUTFIT_1,outfit,Mexico,465,2,4301.1,True,True,True
2021-01-01,SUP_OUTFIT_2,outfit,Bangladesh,1029,6,5830.9,True,True,True
2021-01-01,SUP_OUTFIT_3,outfit,Vietnam,950,6,6315.8,True,True,True
2021-01-01,SUP_GLASSES_1,glasses,Mexico,459,5,10893.2,True,True,True
2021-01-01,SUP_GLASSES_2,glasses,China,645,3,4651.2,True,True,True
2021-01-01,SUP_GLASSES_3,glasses,Germany,1026,6,5848.0,True,True,True
2021-01-01,SUP_TORSO_1,torso,USA,678,3,4424.8,True,True,True
2021-01-01,SUP_TORSO_2,torso,Mexico,827,6,7255.1,True,True,True
2021-01-01,SUP_TORSO_3,torso,Vietnam,968,4,4132.2,True,True,True
2021-01-01,SUP_PACKAGING_1,packaging,USA,908,3,3304.0,True,True,True
2021-01-01,SUP_PACKAGING_2,packaging,Mexico,885,9,10169.5,True,True,True
2021-01-01,SUP_PACKAGING_3,packaging,China,1123,8,7123.8,True,True,True
2021-02-01,SUP_HEAD_1,head,Mexico,1251,2,1598.7,True,True,True
2021-02-01,SUP_HEAD_2,head,Vietnam,1111,7,6300.6,False,True,True
2021-02-01,SUP_HEAD_3,head,China,908,9,9911.9,True,True,True
2021-02-01,SUP_LIMB_1,limb,Mexico,642,3,4672.9,True,True,True
2021-02-01,SUP_LIMB_2,limb,Vietnam,921,6,6514.7,True,True,True
2021-02-01,SUP_LIMB_3,limb,China,704,7,9943.2,False,True,True
2021-02-01,SUP_HAIR_1,hair,India,1049,9,8579.6,True,True,True
2021-02-01,SUP_HAIR_2,hair,Vietnam,963,4,4153.7,True,True,True
2021-02-01,SUP_HAIR_3,hair,Bangladesh,1139,6,5267.8,True,True,True
2021-02-01,SUP_EYES_1,eyes,Germany,661,5,7564.3,True,True,True
2021-02-01,SUP_EYES_2,eyes,Japan,859,5,5820.7,True,True,True
2021-02-01,SUP_EYES_3,eyes,China,1179,11,9329.9,True,True,True
2021-02-01,SUP_OUTFIT_1,outfit,Mexico,914,5,5470.5,True,True,True
2021-02-01,SUP_OUTFIT_2,outfit,Bangladesh,835,3,3592.8,True,True,True
2021-02-01,SUP_OUTFIT_3,outfit,Vietnam,888,7,7882.9,False,True,True
2021-02-01,SUP_GLASSES_1,glasses,Mexico,1042,11,10556.6,True,True,True
2021-02-01,SUP_GLASSES_2,glasses,China,681,7,10279.0,True,True,True
2021-02-01,SUP_GLASSES_3,glasses,Germany,607,3,4942.3,True,True,True
2021-02-01,SUP_TORSO_1,torso,USA,722,4,5540.2,True,True,True
2021-02-01,SUP_TORSO_2,torso,Mexico,1017,5,4916.4,True,True,True
2021-02-01,SUP_TORSO_3,torso,Vietnam,859,9,10477.3,True,True,True
2021-02-01,SUP_PACKAGING_1,packaging,USA,1158,6,5181.3,True,True,True
