calendar_date,year,month,day_of_month,iso_week,week_start_date,day_of_week,season_window,season_multiplier,is_christmas_window,is_easter_window,is_weekend
2020-03-21,2020,3,21,12,2020-03-16,Saturday,Easter,1.32,False,True,True
2020-03-22,2020,3,22,12,2020-03-16,Sunday,Easter,1.32,False,True,True
2020-03-23,2020,3,23,13,2020-03-23,Monday,Easter,1.32,False,True,False
2020-03-24,2020,3,24,13,2020-03-23,Tuesday,Easter,1.32,False,True,False
2020-03-25,2020,3,25,13,2020-03-23,Wednesday,Easter,1.32,False,True,False
2020-03-26,2020,3,26,13,2020-03-23,Thursday,Easter,1.32,False,True,False
2020-03-27,2020,3,27,13,2020-03-23,Friday,Easter,1.32,False,True,False
2020-03-28,2020,3,28,13,2020-03-23,Saturday,Easter,1.32,False,True,True
2020-03-29,2020,3,29,13,2020-03-23,Sunday,Easter,1.32,False,True,True
2020-03-30,2020,3,30,14,2020-03-30,Monday,Easter,1.32,False,True,False
2020-03-31,2020,3,31,14,2020-03-30,Tuesday,Easter,1.32,False,True,False
2020-04-01,2020,4,1,14,2020-03-30,Wednesday,Easter,1.32,False,True,False
2020-04-02,2020,4,2,14,2020-03-30,Thursday,Easter,1.32,False,True,False
2020-04-03,2020,4,3,14,2020-03-30,Friday,Easter,1.32,False,True,False
2020-04-04,2020,4,4,14,2020-03-30,Saturday,Easter,1.32,False,True,True
2020-04-05,2020,4,5,14,2020-03-30,Sunday,Easter,1.32,False,True,True
2020-04-06,2020,4,6,15,2020-04-06,Monday,Easter,1.32,False,True,False
2020-04-07,2020,4,7,15,2020-04-06,Tuesday,Easter,1.32,False,True,False
2020-04-08,2020,4,8,15,2020-04-06,Wednesday,Normal,1.0,False,False,False
2020-04-09,2020,4,9,15,2020-04-06,Thursday,Normal,1.0,False,False,False
2020-04-10,2020,4,10,15,2020-04-06,Friday,Normal,1.0,False,False,False
2020-04-11,2020,4,11,15,2020-04-06,Saturday,Normal,1.0,False,False,True
2020-04-12,2020,4,12,15,2020-04-06,Sunday,Normal,1.0,False,False,True
2020-04-13,2020,4,13,16,2020-04-13,Monday,Normal,1.0,False,False,False
2020-04-14,2020,4,14,16,2020-04-13,Tuesday,Normal,1.0,False,False,False
2020-04-15,2020,4,15,16,2020-04-13,Wednesday,Normal,1.0,False,False,False
2020-04-16,2020,4,16,16,2020-04-13,Thursday,Normal,1.0,False,False,False
2020-04-17,2020,4,17,16,2020-04-13,Friday,Normal,1.0,False,False,False
2020-04-18,2020,4,18,16,2020-04-13,Saturday,Normal,1.0,False,False,True
2020-04-19,2020,4,19,16,2020-04-13,Sunday,Normal,1.0,False,False,True
2020-04-20,2020,4,20,17,2020-04-20,Monday,Normal,1.0,False,False,False
2020-04-21,2020,4,21,17,2020-04-20,Tuesday,Normal,1.0,False,False,False
2020-04-22,2020,4,22,17,2020-04-20,Wednesday,Normal,1.0,False,False,False
2020-04-23,2020,4,23,17,2020-04-20,Thursday,Normal,1.0,False,False,False
2020-04-24,2020,4,24,17,2020-04-20,Friday,Normal,1.0,False,False,False
2020-04-25,2020,4,25,17,2020-04-20,Saturday,Normal,1.0,False,False,True
2020-04-26,2020,4,26,17,2020-04-20,Sunday,Normal,1.0,False,False,True
2020-04-27,2020,4,27,18,2020-04-27,Monday,Normal,1.0,False,False,False
2020-04-28,2020,4,28,18,2020-04-27,Tuesday,Normal,1.0,False,False,False
2020-04-29,2020,4,29,18,2020-04-27,Wednesday,Normal,1.0,False,False,False
2020-04-30,2020,4,30,18,2020-04-27,Thursday,Normal,1.0,False,False,False
2020-05-01,2020,5,1,18,2020-04-27,Friday,Normal,1.0,False,False,False
2020-05-02,2020,5,2,18,2020-04-27,Saturday,Normal,1.0,False,False,True
2020-05-03,2020,5,3,18,2020-04-27,Sunday,Normal,1.0,False,False,True
2020-05-04,2020,5,4,19,2020-05-04,Monday,Normal,1.0,False,False,False
2020-05-05,2020,5,5,19,2020-05-04,Tuesday,Normal,1.0,False,False,False
2020-05-06,2020,5,6,19,2020-05-04,Wednesday,Normal,1.0,False,False,False
2020-05-07,2020,5,7,19,2020-05-04,Thursday,Normal,1.0,False,False,False
2020-05-08,2020,5,8,19,2020-05-04,Friday,Normal,1.0,False,False,False
2020-05-09,2020,5,9,19,2020-05-04,Saturday,Normal,1.0,False,False,True
2020-05-10,2020,5,10,19,2020-05-04,Sunday,Normal,1.0,False,False,True
2020-05-11,2020,5,11,20,2020-05-11,Monday,Normal,1.0,False,False,False
2020-05-12,2020,5,12,20,2020-05-11,Tuesday,Normal,1.0,False,False,False
2020-05-13,2020,5,13,20,2020-05-11,Wednesday,Normal,1.0,False,False,False
2020-05-14,2020,5,14,20,2020-05-11,Thursday,Normal,1.0,False,False,False
2020-05-15,2020,5,15,20,2020-05-11,Friday,Normal,1.0,False,False,False
2020-05-16,2020,5,16,20,2020-05-11,Saturday,Normal,1.0,False,False,True
2020-05-17,2020,5,17,20,2020-05-11,Sunday,Normal,1.0,False,False,True
2020-05-18,2020,5,18,21,2020-05-18,Monday,Normal,1.0,False,False,False
2020-05-19,2020,5,19,21,2020-05-18,Tuesday,Normal,1.0,False,False,False
2020-05-20,2020,5,20,21,2020-05-18,Wednesday,Normal,1.0,False,False,False
2020-05-21,2020,5,21,21,2020-05-18,Thursday,Normal,1.0,False,False,False
2020-05-22,2020,5,22,21,2020-05-18,Friday,Normal,1.0,False,False,False
2020-05-23,2020,5,23,21,2020-05-18,Saturday,Normal,1.0,False,False,True
2020-05-24,2020,5,24,21,2020-05-18,Sunday,Normal,1.0,False,False,True
2020-05-25,2020,5,25,22,2020-05-25,Monday,Normal,1.0,False,False,False
2020-05-26,2020,5,26,22,2020-05-25,Tuesday,Normal,1.0,False,False,False
2020-05-27,2020,5,27,22,2020-05-25,Wednesday,Normal,1.0,False,False,False
2020-05-28,2020,5,28,22,2020-05-25,Thursday,Normal,1.0,False,False,False
2020-05-29,2020,5,29,22,2020-05-25,Friday,Normal,1.0,False,False,False
2020-05-30,2020,5,30,22,2020-05-25,Saturday,Normal,1.0,False,False,True
2020-05-31,2020,5,31,22,2020-05-25,Sunday,Normal,1.0,False,False,True
2020-06-01,2020,6,1,23,2020-06-01,Monday,Normal,1.0,False,False,False
2020-06-02,2020,6,2,23,2020-06-01,Tuesday,Normal,1.0,False,False,False
2020-06-03,2020,6,3,23,2020-06-01,Wednesday,Normal,1.0,False,False,False
2020-06-04,2020,6,4,23,2020-06-01,Thursday,Normal,1.0,False,False,False
2020-06-05,2020,6,5,23,2020-06-01,Friday,Normal,1.0,False,False,False
2020-06-06,2020,6,6,23,2020-06-01,Saturday,Normal,1.0,False,False,True
2020-06-07,2020,6,7,23,2020-06-01,Sunday,Normal,1.0,False,False,True
2020-06-08,2020,6,8,24,2020-06-08,Monday,Normal,1.0,False,False,False
2020-06-09,2020,6,9,24,2020-06-08,Tuesday,Normal,1.0,False,False,False
2020-06-10,2020,6,10,24,2020-06-08,Wednesday,Normal,1.0,False,False,False
2020-06-11,2020,6,11,24,2020-06-08,Thursday,Normal,1.0,False,False,False
2020-06-12,2020,6,12,24,2020-06-08,Friday,Normal,1.0,False,False,False
2020-06-13,2020,6,13,24,2020-06-08,Saturday,Normal,1.0,False,False,True
2020-06-14,2020,6,14,24,2020-06-08,Sunday,Normal,1.0,False,False,True
2020-06-15,2020,6,15,25,2020-06-15,Monday,Normal,1.0,False,False,False
2020-06-16,2020,6,16,25,2020-06-15,Tuesday,Normal,1.0,False,False,False
2020-06-17,2020,6,17,25,2020-06-15,Wednesday,Normal,1.0,False,False,False
2020-06-18,2020,6,18,25,2020-06-15,Thursday,Normal,1.0,False,False,False
2020-06-19,2020,6,19,25,2020-06-15,Friday,Normal,1.0,False,False,False
2020-06-20,2020,6,20,25,2020-06-15,Saturday,Normal,1.0,False,False,True
2020-06-21,2020,6,21,25,2020-06-15,Sunday,Normal,1.0,False,False,True
2020-06-22,2020,6,22,26,2020-06-22,Monday,Normal,1.0,False,False,False
2020-06-23,2020,6,23,26,2020-06-22,Tuesday,Normal,1.0,False,False,False
2020-06-24,2020,6,24,26,2020-06-22,Wednesday,Normal,1.0,False,False,False
2020-06-25,2020,6,25,26,2020-06-22,Thursday,Normal,1.0,False,False,False
2020-06-26,2020,6,26,26,2020-06-22,Friday,Normal,1.0,False,False,False
2020-06-27,2020,6,27,26,2020-06-22,Saturday,Normal,1.0,False,False,True
2020-06-28,2020,6,28,26,2020-06-22,Sunday,Normal,1.0,False,False,True
2020-06-29,2020,6,29,27,2020-06-29,Monday,Normal,1.0,False,False,False
2020-06-30,2020,6,30,27,2020-06-29,Tuesday,Normal,1.0,False,False,False
2020-07-01,2020,7,1,27,2020-06-29,Wednesday,Normal,1.0,False,False,False
2020-07-02,2020,7,2,27,2020-06-29,Thursday,Normal,1.0,False,False,False
2020-07-03,2020,7,3,27,2020-06-29,Friday,Normal,1.0,False,False,False
2020-07-04,2020,7,4,27,2020-06-29,Saturday,Normal,1.0,False,False,True
2020-07-05,2020,7,5,27,2020-06-29,Sunday,Normal,1.0,False,False,True
2020-07-06,2020,7,6,28,2020-07-06,Monday,Normal,1.0,False,False,False
2020-07-07,2020,7,7,28,2020-07-06,Tuesday,Normal,1.0,False,False,False
2020-07-08,2020,7,8,28,2020-07-06,Wednesday,Normal,1.0,False,False,False
2020-07-09,2020,7,9,28,2020-07-06,Thursday,Normal,1.0,False,False,False
2020-07-10,2020,7,10,28,2020-07-06,Friday,Normal,1.0,False,False,False
2020-07-11,2020,7,11,28,2020-07-06,Saturday,Normal,1.0,False,False,True
2020-07-12,2020,7,12,28,2020-07-06,Sunday,Normal,1.0,False,False,True
2020-07-13,2020,7,13,29,2020-07-13,Monday,Normal,1.0,False,False,False
2020-07-14,2020,7,14,29,2020-07-13,Tuesday,Normal,1.0,False,False,False
2020-07-15,2020,7,15,29,2020-07-13,Wednesday,Normal,1.0,False,False,False
2020-07-16,2020,7,16,29,2020-07-13,Thursday,Normal,1.0,False,False,False
2020-07-17,2020,7,17,29,2020-07-13,Friday,Normal,1.0,False,False,False
2020-07-18,2020,7,18,29,2020-07-13,Saturday,Normal,1.0,False,False,True
2020-07-19,2020,7,19,29,2020-07-13,Sunday,Normal,1.0,False,False,True
2020-07-20,2020,7,20,30,2020-07-20,Monday,Normal,1.0,False,False,False
2020-07-21,2020,7,21,30,2020-07-20,Tuesday,Normal,1.0,False,False,False
2020-07-22,2020,7,22,30,2020-07-20,Wednesday,Normal,1.0,False,False,False
2020-07-23,2020,7,23,30,2020-07-20,Thursday,Normal,1.0,False,False,False
2020-07-24,2020,7,24,30,2020-07-20,Friday,Normal,1.0,False,False,False
2020-07-25,2020,7,25,30,2020-07-20,Saturday,Normal,1.0,False,False,True
2020-07-26,2020,7,26,30,2020-07-20,Sunday,Normal,1.0,False,False,True
2020-07-27,2020,7,27,31,2020-07-27,Monday,Normal,1.0,False,False,False
2020-07-28,2020,7,28,31,2020-07-27,Tuesday,Normal,1.0,False,False,False
2020-07-29,2020,7,29,31,2020-07-27,Wednesday,Normal,1.0,False,False,False
2020-07-30,2020,7,30,31,2020-07-27,Thursday,Normal,1.0,False,False,False
2020-07-31,2020,7,31,31,2020-07-27,Friday,Normal,1.0,False,False,False
2020-08-01,2020,8,1,31,2020-07-27,Saturday,Normal,1.0,False,False,True
2020-08-02,2020,8,2,31,2020-07-27,Sunday,Normal,1.0,False,False,True
2020-08-03,2020,8,3,32,2020-08-03,Monday,Normal,1.0,False,False,False
2020-08-04,2020,8,4,32,2020-08-03,Tuesday,Normal,1.0,False,False,False
2020-08-05,2020,8,5,32,2020-08-03,Wednesday,Normal,1.0,False,False,False
2020-08-06,2020,8,6,32,2020-08-03,Thursday,Normal,1.0,False,False,False
2020-08-07,2020,8,7,32,2020-08-03,Friday,Normal,1.0,False,False,False
2020-08-08,2020,8,8,32,2020-08-03,Saturday,Normal,1.0,False,False,True
2020-08-09,2020,8,9,32,2020-08-03,Sunday,Normal,1.0,False,False,True
2020-08-10,2020,8,10,33,2020-08-10,Monday,Normal,1.0,False,False,False
2020-08-11,2020,8,11,33,2020-08-10,Tuesday,Normal,1.0,False,False,False
2020-08-12,2020,8,12,33,2020-08-10,Wednesday,Normal,1.0,False,False,False
2020-08-13,2020,8,13,33,2020-08-10,Thursday,Normal,1.0,False,False,False
2020-08-14,2020,8,14,33,2020-08-10,Friday,Normal,1.0,False,False,False
2020-08-15,2020,8,15,33,2020-08-10,Saturday,Normal,1.0,False,False,True
2020-08-16,2020,8,16,33,2020-08-10,Sunday,Normal,1.0,False,False,True
2020-08-17,2020,8,17,34,2020-08-17,Monday,Normal,1.0,False,False,False
2020-08-18,2020,8,18,34,2020-08-17,Tuesday,Normal,1.0,False,False,False
2020-08-19,2020,8,19,34,2020-08-17,Wednesday,Normal,1.0,False,False,False
2020-08-20,2020,8,20,34,2020-08-17,Thursday,Normal,1.0,False,False,False
2020-08-21,2020,8,21,34,2020-08-17,Friday,Normal,1.0,False,False,False
2020-08-22,2020,8,22,34,2020-08-17,Saturday,Normal,1.0,False,False,True
2020-08-23,2020,8,23,34,2020-08-17,Sunday,Normal,1.0,False,False,True
2020-08-24,2020,8,24,35,2020-08-24,Monday,Normal,1.0,False,False,False
2020-08-25,2020,8,25,35,2020-08-24,Tuesday,Normal,1.0,False,False,False
2020-08-26,2020,8,26,35,2020-08-24,Wednesday,Normal,1.0,False,False,False
2020-08-27,2020,8,27,35,2020-08-24,Thursday,Normal,1.0,False,False,False
2020-08-28,2020,8,28,35,2020-08-24,Friday,Normal,1.0,False,False,False
2020-08-29,2020,8,29,35,2020-08-24,Saturday,Normal,1.0,False,False,True
2020-08-30,2020,8,30,35,2020-08-24,Sunday,Normal,1.0,False,False,True
2020-08-31,2020,8,31,36,2020-08-31,Monday,Normal,1.0,False,False,False
2020-09-01,2020,9,1,36,2020-08-31,Tuesday,Normal,1.0,False,False,False
2020-09-02,2020,9,2,36,2020-08-31,Wednesday,Normal,1.0,False,False,False
2020-09-03,2020,9,3,36,2020-08-31,Thursday,Normal,1.0,False,False,False
2020-09-04,2020,9,4,36,2020-08-31,Friday,Normal,1.0,False,False,False
2020-09-05,2020,9,5,36,2020-08-31,Saturday,Normal,1.0,False,False,True
2020-09-06,2020,9,6,36,2020-08-31,Sunday,Normal,1.0,False,False,True
2020-09-07,2020,9,7,37,2020-09-07,Monday,Normal,1.0,False,False,False
2020-09-08,2020,9,8,37,2020-09-07,Tuesday,Normal,1.0,False,False,False
2020-09-09,2020,9,9,37,2020-09-07,Wednesday,Normal,1.0,False,False,False
2020-09-10,2020,9,10,37,2020-09-07,Thursday,Normal,1.0,False,False,False
2020-09-11,2020,9,11,37,2020-09-07,Friday,Normal,1.0,False,False,False
2020-09-12,2020,9,12,37,2020-09-07,Saturday,Normal,1.0,False,False,True
2020-09-13,2020,9,13,37,2020-09-07,Sunday,Normal,1.0,False,False,True
2020-09-14,2020,9,14,38,2020-09-14,Monday,Normal,1.0,False,False,False
2020-09-15,2020,9,15,38,2020-09-14,Tuesday,Normal,1.0,False,False,False
2020-09-16,2020,9,16,38,2020-09-14,Wednesday,Normal,1.0,False,False,False
2020-09-17,2020,9,17,38,2020-09-14,Thursday,Normal,1.0,False,False,False
2020-09-18,2020,9,18,38,2020-09-14,Friday,Normal,1.0,False,False,False
2020-09-19,2020,9,19,38,2020-09-14,Saturday,Normal,1.0,False,False,True
2020-09-20,2020,9,20,38,2020-09-14,Sunday,Normal,1.0,False,False,True
2020-09-21,2020,9,21,39,2020-09-21,Monday,Normal,1.0,False,False,False
2020-09-22,2020,9,22,39,2020-09-21,Tuesday,Normal,1.0,False,False,False
2020-09-23,2020,9,23,39,2020-09-21,Wednesday,Normal,1.0,False,False,False
2020-09-24,2020,9,24,39,2020-09-21,Thursday,Normal,1.0,False,False,False
2020-09-25,2020,9,25,39,2020-09-21,Friday,Normal,1.0,False,False,False
2020-09-26,2020,9,26,39,2020-09-21,Saturday,Normal,1.0,False,False,True
2020-09-27,2020,9,27,39,2020-09-21,Sunday,Normal,1.0,False,False,True
2020-09-28,2020,9,28,40,2020-09-28,Monday,Normal,1.0,False,False,False
2020-09-29,2020,9,29,40,2020-09-28,Tuesday,Normal,1.0,False,False,False
2020-09-30,2020,9,30,40,2020-09-28,Wednesday,Normal,1.0,False,False,False
2020-10-01,2020,10,1,40,2020-09-28,Thursday,Normal,1.0,False,False,False
2020-10-02,2020,10,2,40,2020-09-28,Friday,Normal,1.0,False,False,False
2020-10-03,2020,10,3,40,2020-09-28,Saturday,Normal,1.0,False,False,True
2020-10-04,2020,10,4,40,2020-09-28,Sunday,Normal,1.0,False,False,True
2020-10-05,2020,10,5,41,2020-10-05,Monday,Normal,1.0,False,False,False
2020-10-06,2020,10,6,41,2020-10-05,Tuesday,Normal,1.0,False,False,False
2020-10-07,2020,10,7,41,2020-10-05,Wednesday,Normal,1.0,False,False,False
2020-10-08,2020,10,8,41,2020-10-05,Thursday,Normal,1.0,False,False,False
2020-10-09,2020,10,9,41,2020-10-05,Friday,Normal,1.0,False,False,False
2020-10-10,2020,10,10,41,2020-10-05,Saturday,Normal,1.0,False,False,True
2020-10-11,2020,10,11,41,2020-10-05,Sunday,Normal,1.0,False,False,True
2020-10-12,2020,10,12,42,2020-10-12,Monday,Normal,1.0,False,False,False
2020-10-13,2020,10,13,42,2020-10-12,Tuesday,Normal,1.0,False,False,False
2020-10-14,2020,10,14,42,2020-10-12,Wednesday,Normal,1.0,False,False,False
2020-10-15,2020,10,15,42,2020-10-12,Thursday,Christmas,1.85,True,False,False
2020-10-16,2020,10,16,42,2020-10-12,Friday,Christmas,1.85,True,False,False
2020-10-17,2020,10,17,42,2020-10-12,Saturday,Christmas,1.85,True,False,True
2020-10-18,2020,10,18,42,2020-10-12,Sunday,Christmas,1.85,True,False,True
2020-10-19,2020,10,19,43,2020-10-19,Monday,Christmas,1.85,True,False,False
2020-10-20,2020,10,20,43,2020-10-19,Tuesday,Christmas,1.85,True,False,False
2020-10-21,2020,10,21,43,2020-10-19,Wednesday,Christmas,1.85,True,False,False
2020-10-22,2020,10,22,43,2020-10-19,Thursday,Christmas,1.85,True,False,False
2020-10-23,2020,10,23,43,2020-10-19,Friday,Christmas,1.85,True,False,False
2020-10-24,2020,10,24,43,2020-10-19,Saturday,Christmas,1.85,True,False,True
2020-10-25,2020,10,25,43,2020-10-19,Sunday,Christmas,1.85,True,False,True
2020-10-26,2020,10,26,44,2020-10-26,Monday,Christmas,1.85,True,False,False
2020-10-27,2020,10,27,44,2020-10-26,Tuesday,Christmas,1.85,True,False,False
2020-10-28,2020,10,28,44,2020-10-26,Wednesday,Christmas,1.85,True,False,False
2020-10-29,2020,10,29,44,2020-10-26,Thursday,Christmas,1.85,True,False,False
2020-10-30,2020,10,30,44,2020-10-26,Friday,Christmas,1.85,True,False,False
2020-10-31,2020,10,31,44,2020-10-26,Saturday,Christmas,1.85,True,False,True
2020-11-01,2020,11,1,44,2020-10-26,Sunday,Christmas,1.85,True,False,True
2020-11-02,2020,11,2,45,2020-11-02,Monday,Christmas,1.85,True,False,False
2020-11-03,2020,11,3,45,2020-11-02,Tuesday,Christmas,1.85,True,False,False
2020-11-04,2020,11,4,45,2020-11-02,Wednesday,Christmas,1.85,True,False,False
2020-11-05,2020,11,5,45,2020-11-02,Thursday,Christmas,1.85,True,False,False
2020-11-06,2020,11,6,45,2020-11-02,Friday,Christmas,1.85,True,False,False
2020-11-07,2020,11,7,45,2020-11-02,Saturday,Christmas,1.85,True,False,True
2020-11-08,2020,11,8,45,2020-11-02,Sunday,Christmas,1.85,True,False,True
2020-11-09,2020,11,9,46,2020-11-09,Monday,Christmas,1.85,True,False,False
2020-11-10,2020,11,10,46,2020-11-09,Tuesday,Christmas,1.85,True,False,False
2020-11-11,2020,11,11,46,2020-11-09,Wednesday,Christmas,1.85,True,False,False
2020-11-12,2020,11,12,46,2020-11-09,Thursday,Christmas,1.85,True,False,False
2020-11-13,2020,11,13,46,2020-11-09,Friday,Christmas,1.85,True,False,False
2020-11-14,2020,11,14,46,2020-11-09,Saturday,Christmas,1.85,True,False,True
2020-11-15,2020,11,15,46,2020-11-09,Sunday,Christmas,1.85,True,False,True
2020-11-16,2020,11,16,47,2020-11-16,Monday,Christmas,1.85,True,False,False
2020-11-17,2020,11,17,47,2020-11-16,Tuesday,Christmas,1.85,True,False,False
2020-11-18,2020,11,18,47,2020-11-16,Wednesday,Christmas,1.85,True,False,False
2020-11-19,2020,11,19,47,2020-11-16,Thursday,Christmas,1.85,True,False,False
2020-11-20,2020,11,20,47,2020-11-16,Friday,Christmas,1.85,True,False,False
2020-11-21,2020,11,21,47,2020-11-16,Saturday,Christmas,1.85,True,False,True
2020-11-22,2020,11,22,47,2020-11-16,Sunday,Christmas,1.85,True,False,True
2020-11-23,2020,11,23,48,2020-11-23,Monday,Christmas,1.85,True,False,False
2020-11-24,2020,11,24,48,2020-11-23,Tuesday,Christmas,1.85,True,False,False
